0; 1.4833316950916524e-79
1; 0.01114544683597464
2; 0.0240969972937441
3; 0.03962325709801886
4; 0.05364467930505459
5; 0.09541801957215615
6; 0.13231038067307438
7; 0.18339550483028833
8; 0.2602319065839035
9; 0.3271817001035319
10; 0.3981883368105815
11; 0.4696898000988336
12; 0.532848051765307
13; 0.5926088175009224
14; 0.6362851844873033
15; 0.6808834446220192
16; 0.7094664610041348
17; 0.7383483798989224
18; 0.7641798554759534
19; 0.7755428116845161
20; 0.8071173490964696
21; 0.8181815240966496
22; 0.8241216725236236
23; 0.8357516009412986
24; 0.8437824856392029
25; 0.8473472107690465
26; 0.8551971139120934
27; 0.860766558915098
28; 0.8648225695171299
29; 0.867102674880956
30; 0.8710693189146548
31; 0.869398679592361
32; 0.8767082501137868
33; 0.8793668290972765
34; 0.8757455452003406
35; 0.8780156751443283
36; 0.8758415471608286
37; 0.8799835477623901
38; 0.8780253560581153
39; 0.87889632548494
40; 0.8788522614082253
41; 0.8832467486699109
42; 0.8800150037759515
43; 0.8809625355574225
44; 0.8798518085554633
45; 0.8809760980142433
46; 0.8857697318885522
47; 0.8834690629887266
48; 0.8860056918548846
49; 0.8843790077897982
50; 0.8858449432664703
51; 0.8839054865438734
52; 0.8859455674844096
53; 0.8853299452184846
54; 0.8860483318991552
55; 0.8861322454878868
56; 0.8866783882973093
57; 0.8861821578832677
58; 0.8877074617305414
59; 0.8863280805509186
60; 0.8870098827309043
61; 0.8863382861530408
62; 0.8849365523416436
63; 0.8865877324340783
